State,Hospital name,Establishment ID,Medicare Provider No.,Local Hospital Network identifier,Local Hospital Network,Address Line 1,Address Line 2,asgc_ra,Remoteness area,Number of available beds,2012-13 Peer Group code,Peer Group Name,Provided data for NPHED,Provided data for NHMD,Provided data for NAPEDCD,Provided data for ESWT,Provided data for NNAPCD,IHPA funding designation
VIC,East Grampians Health Service [Ararat],210201101,0031890B,202,East Grampians Health Service,9      Girdlestone                                   St,Ararat                                                 3377,1,Inner Regional,38,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,East Grampians Health Service [Willaura],210201102,0031890B,202,East Grampians Health Service,24     Delacombe                                     Way,Willaura                                               3379,2,Outer Regional,8,VS,Very small,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,East Wimmera Health Service [Birchip],210304120,0031950H,205,East Wimmera Health Service,26     Duncan                                        St,Birchip                                                3483,2,Outer Regional,8,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,East Wimmera Health Service [Charlton],210304130,0031940J,205,East Wimmera Health Service,4      Menzies                                       St,Charlton                                               3525,2,Outer Regional,2,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,East Wimmera Health Service [Donald],210303190,0030350W,205,East Wimmera Health Service,7      Aitken                                        Ave,Donald                                                 3480,2,Outer Regional,13,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,East Wimmera Health Service [St Arnaud],210202480,0034770J,205,East Wimmera Health Service,52     North Western                                 Rd,St Arnaud                                              3478,2,Outer Regional,14,S1,Public acute group C,Yes,Yes,No,No,No,Block-funded hospital
VIC,East Wimmera Health Service [Wycheproof],210301560,0031420K,205,East Wimmera Health Service,19     Grandview                                     St,Wycheproof                                             3527,2,Outer Regional,6,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Echuca Regional Health,210302180,0030380K,214,Echuca Regional Health,228    Service                                       St,Echuca                                                 3564,1,Inner Regional,86.7,S1,Public acute group C,Yes,Yes,Yes,No,Yes,Activity-based funded hospital
VIC,Edenhope and District Memorial Hospital,210203240,0030390J,278,Edenhope and District Memorial Hospital,128    Elizabeth                                     St,Edenhope                                               3318,2,Outer Regional,16,S2,Public acute group D,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Frankston Hospital,210902220,0030460K,270,Peninsula Health (Vic),2      Hastings                                      Rd,Frankston                                              3199,0,Major Cities,445.3,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Gippsland Southern Health Service - Koru,210502251,0030580B,254,Gippsland Southern Health Service,69     Bridge                                        St,Korumburra                                             3950,1,Inner Regional,15,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Gippsland Southern Health Service - Leon,210502252,0031410L,254,Gippsland Southern Health Service,66     Koonwarra                                     Rd,Leongatha                                              3953,1,Inner Regional,37,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Golf Links Road Rehabilitation Centre,210904083,0032080H,270,Peninsula Health (Vic),125    Golf Links                                    Rd,Frankston                                              3199,0,Major Cities,74.2,N1,Mixed subacute and non-acute,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Goulburn Valley Health [Shepparton],210401121,0030710J,235,Goulburn Valley Health,2      Graham                                        St,Shepparton                                             3630,1,Inner Regional,218.2,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Goulburn Valley Health [Tatura],210401122,0030710J,235,Goulburn Valley Health,64     Park                                          St,Tatura                                                 3616,1,Inner Regional,8,VS,Very small,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Goulburn Valley Health [Waranga],210301123,0031260K,235,Goulburn Valley Health,14     Coyle                                         St,Rushworth                                              3612,1,Inner Regional,12,VS,Very small,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Healesville and District Hospital,210803330,0030500X,234,Eastern Health (Vic),377    Maroonda                                      Hwy,Healesville                                            3777,1,Inner Regional,7.9,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Heathcote Health,210301340,0030510W,211,Heathcote Health,39     Hospital                                      St,Heathcote                                              3523,1,Inner Regional,8,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Heidelberg Repatriation Hospital [Heidel,210A01032,0031620B,266,Austin Health (Vic),300    Waterdale                                     Rd,Heidelberg West                                        3081,0,Major Cities,184.3,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Hesse Rural Health Service [Winchelsea],210101500,0030100L,229,Hesse Rural Health Service (Winchelsea),8      Gosney                                        St,Winchelsea                                             3241,1,Inner Regional,5,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Heywood Rural Health,210102350,0030520T,285,Heywood Rural Health,21     Barclay                                       St,Heywood                                                3304,2,Outer Regional,5,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Inglewood & District Health Service,210303370,0030530L,220,Inglewood and District Health Service,3      Hospital                                      St,Inglewood                                              3517,1,Inner Regional,7,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Kerang District Health,210302240,0030550J,215,Kerang District Health,13     Burgoyne                                      St,Kerang                                                 3579,2,Outer Regional,18,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Kingston Centre [Cheltenham],210902030,0034170K,269,Monash Health,400    Warrigal                                      Rd,Cheltenham                                             3192,0,Major Cities,186.3,N2,Rehabilitation and GEM,Yes,Yes,No,No,No,Activity-based funded hospital
VIC,Kooweerup Regional Health Service,210901480,0031300X,271,Kooweerup Regional Health Service,215    Rossiter                                      Rd,Koo Wee Rup                                            3981,1,Inner Regional,9,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Kyabram & District Health Service,210301260,0030590A,236,Kyabram and District Health Service,88     Fenaughty                                     St,Kyabram                                                3620,1,Inner Regional,39,S1,Public acute group C,Yes,Yes,No,No,Yes,Activity-based funded hospital
VIC,Kyneton District Health Service,210301270,0030600T,222,Kyneton District Health Service,7      Caroline Chisholm                             Dr,Kyneton                                                3444,1,Inner Regional,24,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Latrobe Regional Hospital [Traralgon],210502440,0031210Y,260,Latrobe Regional Hospital,10     Village                                       Ave,Traralgon                                              3844,1,Inner Regional,251.2,L,Public acute group A,Yes,Yes,Yes,Yes,Yes,Activity-based funded hospital
VIC,Lorne Community Hospital,210102550,0030620K,232,Lorne Community Hospital,1      Albert                                        St,Lorne                                                  3232,1,Inner Regional,4,S2,Public acute group D,Yes,Yes,No,No,No,Block-funded hospital
VIC,Maldon Hospital,210302590,0034840K,216,Maldon Hospital,1      Chapel                                        St,Maldon                                                 3463,1,Inner Regional,4,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Mallee Track Health & Community Service,210302390,0030880L,280,Mallee Track Health and Community Service,28     Britt                                         St,Ouyen                                                  3490,2,Outer Regional,4,VS,Very small,Yes,Yes,No,No,Yes,Block-funded hospital
VIC,Mallee Track Health & Community Service,210307270,,280,Mallee Track Health and Community Service,33     McClelland                                    Ave,Sea Lake                                               3533,2,Outer Regional,4,O5,Unpeered,Yes,No,No,No,No,Block-funded hospital
VIC,Manangatang & District Hospital,210302660,0030660B,281,Robinvale District Health Services,37     Pioneer                                       St,Manangatang                                            3546,2,Outer Regional,6,VS,Very small,Yes,Yes,No,No,No,Block-funded hospital
VIC,Mansfield District Hospital,210402670,0030670A,246,Mansfield District Hospital,53     Highett                                       St,Mansfield                                              3722,2,Outer Regional,25,S1,Public acute group C,Yes,Yes,No,No,Yes,Block-funded hospital
